1	1	0.156818178
1	2	2.57E-02
1	75	1.08E-01
1	76	7.70E-02
1	77	2.86E-02
1	78	-1.73E-02
1	3	5.06E-03
1	4	-2.17E-03
1	5	-1.60E-03
1	6	3.76E-03
2	1	2.57E-02
2	2	6.22E-02
2	75	6.09E-02
2	76	4.35E-02
2	77	1.62E-02
2	78	-9.77E-03
2	3	-7.27E-03
2	4	6.83E-03
2	5	-5.51E-03
2	6	3.05E-03
3	1	5.06E-03
3	2	-7.27E-03
3	75	-3.84E-02
3	76	-2.74E-02
3	77	-1.02E-02
3	78	6.15E-03
3	3	5.42E-01
3	4	0.00E+00
3	5	-1.52E-01
3	6	0.00E+00
3	7	4.17E-02
3	8	-2.98E-02
3	9	1.21E-02
3	10	3.04E-03
4	1	-2.17E-03
4	2	6.83E-03
4	75	2.68E-02
4	76	1.92E-02
4	77	7.12E-03
4	78	-4.30E-03
4	3	0.00E+00
4	4	7.94E-02
4	5	0.00E+00
4	6	-5.71E-02
4	7	2.98E-02
4	8	-2.06E-02
4	9	7.17E-03
4	10	3.81E-03
5	1	-1.60E-03
5	2	-5.51E-03
5	75	-9.91E-03
5	76	-7.08E-03
5	77	-2.63E-03
5	78	1.59E-03
5	3	-1.52E-01
5	4	0.00E+00
5	5	7.21E-02
5	6	0.00E+00
5	7	1.21E-02
5	8	-7.17E-03
5	9	4.04E-04
5	10	4.30E-03
6	1	3.76E-03
6	2	3.05E-03
6	75	-4.15E-03
6	76	-2.97E-03
6	77	-1.10E-03
6	78	6.66E-04
6	3	0.00E+00
6	4	-5.71E-02
6	5	0.00E+00
6	6	5.86E-02
6	7	-3.04E-03
6	8	3.81E-03
6	9	-4.30E-03
6	10	3.38E-03
7	3	4.17E-02
7	4	2.98E-02
7	5	1.21E-02
7	6	-3.04E-03
7	7	5.42E-01
7	8	0.00E+00
7	9	-1.52E-01
7	10	0.00E+00
7	11	4.17E-02
7	12	-2.98E-02
7	13	1.21E-02
7	14	3.04E-03
8	3	-2.98E-02
8	4	-2.06E-02
8	5	-7.17E-03
8	6	3.81E-03
8	7	0.00E+00
8	8	7.94E-02
8	9	0.00E+00
8	10	-5.71E-02
8	11	2.98E-02
8	12	-2.06E-02
8	13	7.17E-03
8	14	3.81E-03
9	3	1.21E-02
9	4	7.17E-03
9	5	4.04E-04
9	6	-4.30E-03
9	7	-1.52E-01
9	8	0.00E+00
9	9	7.21E-02
9	10	0.00E+00
9	11	1.21E-02
9	12	-7.17E-03
9	13	4.04E-04
9	14	4.30E-03
10	3	3.04E-03
10	4	3.81E-03
10	5	4.30E-03
10	6	3.38E-03
10	7	0.00E+00
10	8	-5.71E-02
10	9	0
10	10	5.86E-02
10	11	-3.04E-03
10	12	3.81E-03
10	13	-4.30E-03
10	14	3.38E-03
11	7	4.17E-02
11	8	2.98E-02
11	9	1.21E-02
11	10	-3.04E-03
11	11	5.42E-01
11	12	0.00E+00
11	13	-1.52E-01
11	14	0.00E+00
11	15	4.17E-02
11	16	-2.98E-02
11	17	1.21E-02
11	18	3.04E-03
12	7	-2.98E-02
12	8	-2.06E-02
12	9	-7.17E-03
12	10	3.81E-03
12	11	0
12	12	7.94E-02
12	13	0
12	14	-5.71E-02
12	15	2.98E-02
12	16	-2.06E-02
12	17	7.17E-03
12	18	3.81E-03
13	7	1.21E-02
13	8	7.17E-03
13	9	4.04E-04
13	10	-4.30E-03
13	11	-1.52E-01
13	12	0.00E+00
13	13	7.21E-02
13	14	0.00E+00
13	15	1.21E-02
13	16	-7.17E-03
13	17	4.04E-04
13	18	4.30E-03
14	7	3.04E-03
14	8	3.81E-03
14	9	4.30E-03
14	10	3.38E-03
14	11	0.00E+00
14	12	-5.71E-02
14	13	0
14	14	5.86E-02
14	15	-3.04E-03
14	16	3.81E-03
14	17	-4.30E-03
14	18	3.38E-03
15	11	4.17E-02
15	12	2.98E-02
15	13	1.21E-02
15	14	-3.04E-03
15	15	5.42E-01
15	16	0.00E+00
15	17	-1.52E-01
15	18	0.00E+00
15	19	4.17E-02
